INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Charles of Italy Beauty College,1,3,NULL,83
Cochise County Community College District,2,1,NULL,3787
Empire Beauty School-Flagstaff,1,3,NULL,53
Empire Beauty School-Chandler,1,3,NULL,113
Cortiva Institute-Tucson,1,3,NULL,143
Avalon Institute-Mesa,1,3,NULL,273
Eastern Arizona College,2,1,NULL,4812
Embry-Riddle Aeronautical University-Prescott,4,2,0.7898,1802
The School of Architecture,4,2,NULL,2
Glendale Community College,2,1,NULL,16623
Grand Canyon University,4,3,0.548,34643
Anthem College-Phoenix,3,3,NULL,2238
Olympian Academy of Cosmetology,1,3,NULL,210
Kaplan College-Phoenix,2,3,NULL,93
GateWay Community College,2,1,NULL,5653
Mesa Community College,2,1,NULL,20120
ITT Technical Institute-Tucson,3,3,0.9703,409
ITT Technical Institute-Tempe,3,3,0.9796,498
Mohave Community College,2,1,NULL,4759
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,1,3,NULL,2049
Dine College,3,1,NULL,1425
Northern Arizona University,4,1,0.9137,22011
Northland Pioneer College,2,1,NULL,1641
Ottawa University-Phoenix,4,2,NULL,335
Phoenix College,2,1,NULL,10234
Cortiva Institute-Scottsdale,1,3,NULL,87
University of Phoenix-Phoenix Campus,4,3,NULL,3044
Pima Community College,2,1,NULL,26600
Pima Medical Institute-Tucson,3,3,NULL,1726
Pima Medical Institute-Albuquerque,2,3,NULL,930
Prescott College,4,2,0.7293,540
Refrigeration School Inc,2,3,NULL,621
Rio Salado College,2,1,NULL,10217
Roberto-Venn School of Luthiery,1,3,NULL,39
Hair Academy of Safford,1,3,NULL,64
Scottsdale Community College,2,1,NULL,7687
South Mountain Community College,2,1,NULL,3980
Arizona Christian University,3,2,0.6076,491
Tucson College,1,3,NULL,284
Universal Technical Institute of Arizona Inc,2,3,NULL,2337
Western International University,4,3,NULL,1369
Empire Beauty School-NW Phoenix,1,3,NULL,172
Yavapai College,2,1,NULL,6072
University of Arkansas at Little Rock,4,1,0.5274,8504
University of Arkansas for Medical Sciences,4,1,NULL,755
ABC Beauty College Inc,1,3,NULL,32
Arkansas Baptist College,3,2,NULL,1022
Arkansas Beauty School-Little Rock,1,3,NULL,37
Arkansas Beauty College,1,3,NULL,46
Lyon College,3,2,0.5898,570
Arkansas Technical School,1,3,NULL,134
Arthur's Beauty College,1,3,NULL,50
University of Arkansas,4,1,0.5858,20776
University of Arkansas at Pine Bluff,4,1,0.277,2503
Arkansas State University-Beebe,2,1,NULL,3217
Arkansas State University,4,1,0.7551,9325
Arkansas Tech University,4,1,0.8503,8734
University of Arkansas at Monticello,4,1,NULL,3024
Arthur's Beauty College,1,3,NULL,64
Baptist Health College Little Rock,1,2,0.8615,918
Black River Technical College,2,1,NULL,1894
University of Central Arkansas,4,1,0.8997,9261
Central Baptist College,3,2,0.5407,769
Cossatot Community College of the University of Arkansas,2,1,NULL,1129
Crowley's Ridge College,3,2,NULL,153
Crowley's Ridge Technical Institute,1,1,NULL,286
East Arkansas Community College,2,1,NULL,922
Eastern College of Health Vocations-Little Rock,1,3,NULL,302
Paul Mitchell the School-Little Rock,1,3,NULL,482
National Park College,2,1,NULL,2445
University of Arkansas Community College-Batesville,2,1,NULL,1090
Harding University,4,2,0.7628,4428
Henderson State University,4,1,0.6221,3190
Hendrix College,4,2,0.8039,1428
Hot Springs Beauty College,1,3,NULL,43
Jefferson Regional Medical Center School of Nursing,1,2,NULL,76
John Brown University,4,2,0.6982,1770
Lees School of Cosmetology,1,3,NULL,27
Career Academy of Hair Design,1,3,NULL,364
Marsha Kay Beauty College,1,3,NULL,15
Academy of Salon and Spa,1,3,NULL,75
Arkansas State University Mid-South,2,1,NULL,1263
Arkansas Northeastern College,2,1,NULL,1141
Margaret's Hair Academy Inc,1,3,NULL,65
New Tyler Barber College Inc,1,3,NULL,79
North Arkansas College,2,1,NULL,1885
Northwest Technical Institute,1,1,NULL,252
Ouachita Baptist University,3,2,0.7011,1513
Arkansas State University Three Rivers,2,1,NULL,817
Ozarka College,2,1,NULL,1226
University of the Ozarks,3,2,0.6136,568
University of Arkansas Community College-Morrilton,2,1,0.5838,2077
Philander Smith College,3,2,NULL,554
Phillips Community College of the University of Arkansas,2,1,NULL,986
Southeast Arkansas College,2,1,NULL,1415
Professional Cosmetology Education Center,1,3,NULL,50
University of Arkansas-Pulaski Technical College,2,1,NULL,9480
University of Arkansas Hope-Texarkana,2,1,NULL,1157
University of Arkansas Community College Rich Mountain,2,1,NULL,553
Paul Mitchell the School-Arkansas,1,3,NULL,96
Searcy Beauty College,1,3,NULL,104
Shorter College,2,2,NULL,330
Williams Baptist University,3,2,0.6798,501
South Arkansas Community College,2,1,NULL,1306
Southern Arkansas University Main Campus,4,1,0.6081,2640
Southern Arkansas University Tech,2,1,NULL,894
Velvatex College of Beauty Culture,1,3,NULL,25
University of Arkansas-Fort Smith,3,1,0.5736,6508
Academy of Art University,4,3,NULL,10300
ITT Technical Institute-Rancho Cordova,3,3,0.3845,510
Academy of Chinese Culture and Health Sciences,4,2,NULL,NULL
The Academy of Radio and TV Broadcasting,1,3,NULL,44
Avalon School of Cosmetology-Alameda,1,3,NULL,186
College of Alameda,2,1,NULL,5147
Allan Hancock College,2,1,NULL,9692
American Academy of Dramatic Arts-Los Angeles,2,2,0.1479,258
Berkeley School of Theology,4,2,NULL,NULL
American Film Institute Conservatory,4,2,NULL,NULL
American Beauty College,1,3,NULL,45
American Career College-Los Angeles,2,3,NULL,1770
American Conservatory Theater,4,2,NULL,0
American River College,2,1,NULL,27332
Everest College-Hayward,1,3,NULL,170
Antelope Valley Community College District,2,1,NULL,12416
Art Center College of Design,4,2,0.8167,1742
Associated Technical College-Los Angeles,1,3,NULL,404
Associated Technical College-San Diego,1,3,NULL,110
Azusa Pacific University,4,2,0.7985,6543
Bakersfield College,2,1,NULL,15854
Barstow Community College,2,1,NULL,2866
Bellus Academy-Chula Vista,1,3,NULL,185
Bethesda University,4,2,0.8321,259
Biola University,4,2,0.7286,4324
Brooks Institute,4,3,0.98,492
Brownson Technical School,1,3,NULL,45
Bryan University,4,3,NULL,879
Butte College,2,1,NULL,11123
Phillips Graduate University,4,2,NULL,NULL
California Institute of Integral Studies,4,2,NULL,75
Cabrillo College,2,1,NULL,12724
California Baptist University,4,2,0.788,5797
California College of the Arts,4,2,0.8157,1463
University of California-Hastings College of Law,4,1,NULL,NULL
California Institute of Technology,4,2,0.1055,977
California Lutheran University,4,2,0.4802,2882
California Polytechnic State University-San Luis Obispo,4,1,0.3123,18664
Alliant International University-San Diego,4,2,0.4922,254
California State University-Bakersfield,4,1,0.6626,7226
California State University-Stanislaus,4,1,0.7215,7751
California State University-San Bernardino,4,1,0.5831,15887
California State Polytechnic University-Pomona,4,1,0.5218,20857
California State University-Chico,4,1,0.7161,15106
California State University-Dominguez Hills,4,1,0.5747,11894
California State University-Fresno,4,1,0.5815,19911
California State University-Fullerton,4,1,0.4579,33000
California State University-East Bay,4,1,0.6872,12079
California State University-Long Beach,4,1,0.3082,30440
California State University-Los Angeles,4,1,0.6752,19525
California State University-Northridge,4,1,0.4624,33581
California State University-Sacramento,4,1,0.6968,25991
University of California-Berkeley,4,1,0.18,25951
University of California-Davis,4,1,0.4521,26483
University of California-Irvine,4,1,0.4239,23517
University of California-Los Angeles,4,1,0.2199,28667
University of California-Riverside,4,1,0.62,18612
University of California-San Diego,4,1,0.375,23792
University of California-San Francisco,4,1,NULL,NULL
University of California-Santa Barbara,4,1,0.4444,19362
University of California-Santa Cruz,4,1,0.5991,15695
Sofia University,4,2,NULL,20
California Beauty School,1,3,NULL,114
California Christian College,3,2,0.8333,30
California College San Diego,3,2,NULL,280
Le Cordon Bleu College of Culinary Arts-San Francisco,2,3,NULL,489
California Hair Design Academy,1,3,NULL,219
California Institute of the Arts,4,2,0.2992,987
California State University Maritime Academy,4,1,0.748,1044
California Western School of Law,4,2,NULL,NULL
Canada College,2,1,NULL,5217
College of the Canyons,2,1,NULL,16784
Career Academy of Beauty,1,3,NULL,167
Casa Loma College-Van Nuys,2,2,1,606
CET-San Diego,1,2,NULL,267
CET-San Jose,1,2,NULL,345
CET-El Centro,1,2,NULL,234
CET-Colton,1,2,NULL,103
CET-Watsonville,1,2,NULL,88
CET-Gilroy,1,2,NULL,104
CET-Salinas,1,2,NULL,65
Cerritos College,2,1,NULL,20011
Cerro Coso Community College,2,1,NULL,4029
Chabot College,2,1,NULL,12082
Chaffey College,2,1,NULL,17217
Chapman University,4,2,0.4471,5940
Charles R Drew University of Medicine and Science,4,2,0.8889,83
Concordia University-Irvine,4,2,0.9119,1916
San Diego Christian College,4,2,0.492,889
Church Divinity School of the Pacific,4,2,NULL,NULL
Citrus College,2,1,NULL,11494
Citrus Heights Beauty College,1,3,NULL,96
City College of San Francisco,2,1,NULL,24662
Claremont Graduate University,4,2,NULL,NULL
Claremont McKenna College,4,2,0.1173,1311
Milan Institute-Visalia,1,3,NULL,354
Clovis Adult Education,1,1,NULL,608
Coastline Community College,2,1,NULL,8999
University of Silicon Valley,3,3,0.7784,457
Coleman University,4,2,1,532
Coba Academy,1,3,NULL,40
Western University of Health Sciences,4,2,NULL,NULL
Columbia College,2,1,NULL,2425
Columbia College Hollywood,3,2,0.548,314
Compton College,2,1,NULL,6846
Contra Costa College,2,1,NULL,5468
Cosumnes River College,2,1,NULL,12852
Crafton Hills College,2,1,NULL,4716
Cuesta College,2,1,NULL,7964
Cuyamaca College,2,1,NULL,7778
Cypress College,2,1,NULL,14923
De Anza College,2,1,NULL,20496
Marinello Schools of Beauty-Hemet,1,3,NULL,1330
International School of Beauty Inc,1,3,NULL,229
Dell'Arte International School of Physical Theatre,4,2,0.6667,14
College of the Desert,2,1,NULL,8330
Design Institute of San Diego,3,3,NULL,181
Diablo Valley College,2,1,NULL,18566
Dominican University of California,4,2,0.7752,1567
Dominican School of Philosophy & Theology,4,2,NULL,NULL
East Los Angeles College,2,1,NULL,33439
Marinello Schools of Beauty-Santa Clara,1,3,NULL,566
El Camino Community College District,2,1,NULL,22222
Elegance International,1,3,NULL,205
Marinello Schools of Beauty-Burbank,1,3,NULL,397
Marinello Schools of Beauty-Moreno Valley,1,3,NULL,254
Emperor's College of Traditional Oriental Medicine,4,3,NULL,NULL
Empire College,2,3,NULL,412
Evergreen Valley College,2,1,NULL,7472
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,3,3,0.5701,3459
FIDM-Fashion Institute of Design & Merchandising-San Francisco,3,3,0.6358,637
FIDM-Fashion Institute of Design & Merchandising-Orange County,3,3,0.6915,214
Feather River Community College District,2,1,NULL,1444
Federico Beauty Institute,1,3,NULL,246
Fielding Graduate University,4,2,NULL,NULL
Five Branches University,4,3,NULL,NULL
Hair California Beauty Academy,1,3,NULL,47
Foothill College,2,1,NULL,13362
Franciscan School of Theology,4,2,NULL,NULL
Fredrick and Charles Beauty College,1,3,NULL,83
Fresno City College,2,1,NULL,18888
Fresno Pacific University,4,2,0.7844,2496
Fuller Theological Seminary,4,2,NULL,NULL
Fullerton College,2,1,NULL,22295
Gavilan College,2,1,NULL,5267
Gemological Institute of America-Carlsbad,1,2,NULL,192
Glendale Community College,2,1,NULL,14102
Glendale Career College,1,3,1,293
Golden Gate University,4,2,NULL,470
Golden West College,2,1,NULL,11689
Graduate Theological Union,4,2,NULL,NULL
Grossmont College,2,1,NULL,17042
Salon Success Academy-Riverside,1,3,NULL,30
Hartnell College,2,1,NULL,8829
Harvey Mudd College,3,2,0.1817,803
Heald College-Rancho Cordova,2,3,NULL,1146
Heald College-Fresno,2,3,NULL,1791
Heald College-San Jose,2,3,NULL,1668
Heald College-San Francisco,2,3,NULL,1070
Heald College-Concord,2,3,NULL,1502
Hilltop Beauty School,1,3,NULL,126
Holy Names University,4,2,0.5668,800
Pacifica Graduate Institute,4,3,NULL,NULL
Humboldt State University,4,1,0.8018,7748
Humphreys University-Stockton and Modesto Campuses,4,2,NULL,757
Imperial Valley College,2,1,NULL,6663
Institute for Business and Technology,1,3,NULL,173
Interior Designers Institute,3,3,NULL,293
International School of Cosmetology,1,3,NULL,268
Irvine Valley College,2,1,NULL,11725
ITT Technical Institute-National City,3,3,0.9298,1209
ITT Technical Institute-San Dimas,3,3,0.9617,534
ITT Technical Institute-Orange,3,3,0.91,823
Bellus Academy-El Cajon,1,3,NULL,184
John F. Kennedy University,4,2,NULL,271
American Jewish University,4,2,0.59,109
Reedley College,2,1,NULL,12081
Life Pacific University,4,2,0.7482,475
Argosy University-The Art Institute of California-San Diego,3,3,NULL,1869
University of La Verne,4,2,0.3895,5128
Laguna College of Art and Design,4,2,0.4327,514
Lake Tahoe Community College,2,1,NULL,2155
Lancaster Beauty School,1,3,NULL,93
Laney College,2,1,NULL,10140
Lassen Community College,2,1,NULL,2290
Life Chiropractic College West,4,2,NULL,NULL
Lincoln University,4,2,NULL,97
Southern California Seminary,4,2,NULL,68
La Sierra University,4,2,0.4677,2060
Loma Linda University,4,2,NULL,1101
Long Beach City College,2,1,NULL,22475
Southern California University of Health Sciences,4,2,NULL,0
Los Angeles Harbor College,2,1,NULL,8719
Los Angeles Pierce College,2,1,NULL,17528
Los Angeles Southwest College,2,1,NULL,6129
Los Angeles Trade Technical College,2,1,NULL,12033
Los Angeles Valley College,2,1,NULL,16111
The Master's University and Seminary,4,2,0.6137,1112
Los Angeles City College,2,1,NULL,16485
Los Angeles County College of Nursing and Allied Health,2,1,NULL,182
Los Angeles Mission College,2,1,NULL,7931
Los Medanos College,2,1,NULL,7502
Argosy University-The Art Institute of California-San Francisco,4,3,NULL,1304
Loyola Marymount University,4,2,0.5412,6087
Lu Ross Academy,1,3,NULL,186
Manchester Beauty College,1,3,NULL,67
Tulare Beauty College,1,3,NULL,36
Lyle's College of Beauty,1,3,NULL,67
Lyle's College of  Beauty,1,3,NULL,56
Lytles Redwood Empire Beauty College,1,3,NULL,126
MTI Business College Inc,1,3,NULL,138
MTI College,2,3,NULL,997
Brightwood College-Sacramento,2,3,NULL,520
Brightwood College-San Diego,2,3,NULL,1335
Brightwood College-Vista,2,3,NULL,890
College of Marin,2,1,NULL,5040
Marinello Schools of Beauty-Los Angeles,1,3,NULL,2405
Marymount California University,3,2,NULL,1033
Mendocino College,2,1,NULL,3130
Menlo College,3,2,0.3705,742
Merced College,2,1,NULL,9163
Merritt College,2,1,NULL,5435
Mills College,4,2,0.6798,974
MiraCosta College,2,1,NULL,13846
Marinello Schools of Beauty-San Francisco,1,3,NULL,616
Mission College,2,1,NULL,7467
Modern Beauty Academy,1,3,NULL,48
Brightwood College-Los Angeles-Van Nuys,1,3,NULL,786
Modesto Junior College,2,1,NULL,15904
Moler Barber College,1,3,NULL,76
Middlebury Institute of International Studies at Monterey,4,2,NULL,22
Monterey Peninsula College,2,1,NULL,8781
Moorpark College,2,1,NULL,13437
Mt San Antonio College,2,1,NULL,25800
Mount Saint Mary's University,4,2,0.7409,2617
Mt San Jacinto Community College District,2,1,NULL,13324
Mueller College,1,3,NULL,105
Musicians Institute,3,3,0.9888,1166
Napa Valley College,2,1,NULL,5707
Everest College-San Francisco,1,3,NULL,267
Everest College-Reseda,2,3,NULL,696
Everest College-LA Wilshire,2,3,NULL,232
Everest College-San Jose,1,3,NULL,172
Everest College-Gardena,1,3,NULL,494
Everest College-Alhambra,1,3,NULL,561
Everest College-San Bernardino,2,3,NULL,747
The National Hispanic University,4,3,NULL,434
National Holistic Institute,1,3,NULL,764
National University,4,2,NULL,9788
Naval Postgraduate School,4,1,NULL,NULL
Newschool of Architecture and Design,4,3,0.7949,375
Newberry School of Beauty,1,3,NULL,153
North Adrian's College of Beauty Inc,1,3,NULL,275
North-West College-Pomona,1,3,1,280
North-West College-West Covina,1,3,1,550
North-West College-Van Nuys,1,3,1,193
Notre Dame de Namur University,4,2,0.872,1209
Occidental College,4,2,0.4239,2028
Oceanside College of Beauty,1,3,NULL,70
Ohlone College,2,1,NULL,9184
Orange Coast College,2,1,NULL,20521
Otis College of Art and Design,4,2,0.4628,1029
Oxnard College,2,1,NULL,6450
Hope International University,4,2,0.4681,872
Concorde Career College-San Diego,2,3,1,895
Palo Alto University,4,2,NULL,191
Pacific Lutheran Theological Seminary,4,2,NULL,NULL
Pacific Oaks College,4,2,NULL,415
Pacific School of Religion,4,2,NULL,NULL
Pacific States University,4,2,NULL,14
Pacific Union College,4,2,0.5055,1601
University of the Pacific,4,2,0.7265,3869
Palo Verde College,2,1,NULL,2946
Palomar College,2,1,NULL,22535
Paris Beauty College,1,3,NULL,99
Pasadena City College,2,1,NULL,23437
Pepperdine University,4,2,0.3734,3516
Pitzer College,3,2,0.1451,1081
Platt College-San Diego,3,3,NULL,369
Point Loma Nazarene University,4,2,0.6654,2543
Pomona College,3,2,0.1392,1587
Porterville College,2,1,NULL,3339
Westwood College-South Bay,3,3,NULL,571
Professional Institute of Beauty,1,3,NULL,108
Santa Ana College,2,1,NULL,28510
Pardee RAND Graduate School,4,2,NULL,NULL
Shasta School of Cosmetology,1,3,NULL,71
University of Redlands,4,2,0.672,3462
College of the Redwoods,2,1,NULL,2585
Salon Success Academy-Upland,1,3,NULL,228
Salon Success Academy-Corona,1,3,NULL,129
Rio Hondo College,2,1,NULL,14709
Riverside City College,2,1,NULL,16243
Argosy University-San Francisco Bay Area,4,3,NULL,168
Rosemead Beauty School,1,3,NULL,210
Dongguk University Los Angeles,4,2,NULL,9
Sacramento City College,2,1,NULL,21765
Saddleback College,2,1,NULL,19229
Saint Patrick's Seminary and University,4,2,NULL,3
Samuel Merritt University,4,2,NULL,506
San Diego City College,2,1,NULL,14054
Golf Academy of America-San Diego,2,3,NULL,230
San Diego Mesa College,2,1,NULL,21314
San Diego Miramar College,2,1,NULL,10709
San Diego State University,4,1,0.3121,26625
University of San Diego,4,2,0.4885,5573
San Francisco Art Institute,4,2,0.8269,468
San Francisco Conservatory of Music,4,2,0.3986,172
San Francisco State University,4,1,0.6379,25271
University of Redlands Graduate School of Theology,4,2,NULL,NULL
University of San Francisco,4,2,0.6129,6308
San Joaquin College of Law,4,2,NULL,NULL
San Joaquin Delta College,2,1,NULL,15393
San Joaquin Valley College-Visalia,2,3,NULL,1616
San Joaquin Valley College-Bakersfield,2,3,NULL,642
William Jessup University,4,2,0.6929,1029
San Jose City College,2,1,NULL,7960
San Jose State University,4,1,0.6347,25723
College of San Mateo,2,1,NULL,8378
Santa Barbara Business College-Bakersfield,2,3,NULL,543
Westwood College-Los Angeles,4,3,NULL,2106
Santa Barbara Business College-Santa Maria,2,3,NULL,188
Santa Barbara City College,2,1,NULL,16042
Santa Clara University,4,2,0.5122,5404
Santa Monica College,2,1,NULL,27747
Santa Rosa Junior College,2,1,NULL,19533
Saybrook University,4,2,NULL,NULL
Scripps College,4,2,0.357,980
Wyotech-Fremont,2,3,NULL,1199
College of the Sequoias,2,1,NULL,9747
Shasta Bible College and Graduate School,4,2,1,45
Shasta College,2,1,NULL,7358
Sierra College,2,1,NULL,17195
Sierra College of Beauty,1,3,NULL,181
Sierra Valley College of Court Reporting,1,3,NULL,137
Trinity Law School,4,2,NULL,NULL
Simpson University,4,2,0.555,1024
College of the Siskiyous,2,1,NULL,2168
Charles A Jones Career and Education Center,1,1,NULL,1032
Skyline College,2,1,NULL,8859
San Bernardino Valley College,2,1,NULL,11057
Saint Mary's College of California,4,2,0.6947,3039
Solano Community College,2,1,NULL,8341
Sonoma State University,4,1,0.8186,8321
Pinnacle College,1,3,NULL,147
South Baylo University,4,2,NULL,125
South Coast College,2,3,NULL,374
Vanguard University of Southern California,4,2,0.6977,2057
Concorde Career College-Garden Grove,2,3,1,898
Southwestern College,2,1,NULL,17611
St John's Seminary,4,2,NULL,NULL
Starr King School for the Ministry,4,2,NULL,NULL
Marshall B Ketchum University,4,2,NULL,NULL
Southern California Institute of Architecture,4,2,0.8667,237
University of Southern California,4,2,0.1984,18087
Southwestern Law School,4,2,NULL,NULL
Taft College,2,1,NULL,5047
Claremont School of Theology,4,2,NULL,NULL
Thomas Aquinas College,3,2,0.7921,366
Marinello Schools of Beauty-Lake Forest,1,3,NULL,568
Epic Bible College & Graduate School,3,2,0.79,268
United Education Institute-Huntington Park Campus,2,3,NULL,2732
Concorde Career College-San Bernardino,2,3,1,753
Universal College of Beauty Inc-Los Angeles 1,1,3,NULL,33
Concorde Career College-North Hollywood,2,3,1,925
Ventura College,2,1,NULL,11784
Bridges Beauty College,1,3,NULL,105
Victor Valley College,2,1,NULL,9981
Berkeley City College,2,1,NULL,6036
Walden University,4,3,NULL,8064
Waynes College of Beauty,1,3,NULL,42
West Hills College-Coalinga,2,1,NULL,2793
West Los Angeles College,2,1,NULL,9464
West Valley College,2,1,NULL,8470
Carrington College-Sacramento,2,3,0.521,1267
Westminster Theological Seminary in California,4,2,NULL,NULL
Westmont College,4,2,0.7016,1295
Whittier College,4,2,0.6325,1651
Woodbury University,4,2,0.5575,1353
The Wright Institute,4,2,NULL,NULL
Western State College of Law at Argosy University,4,3,NULL,NULL
Thomas Jefferson School of Law,4,2,NULL,NULL
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,3,2,1,131
Yuba College,2,1,NULL,6345
The Salon Professional Academy-Grand Junction,1,3,NULL,90
Adams State University,4,1,0.526,2227
Aims Community College,2,1,NULL,3852
Arapahoe Community College,2,1,NULL,8920
Bel-Rea Institute of Animal Technology,2,3,0.6754,576
Altierus Career College-Colorado Springs,2,3,NULL,389
University of Colorado Denver/Anschutz Medical Campus,4,1,0.7587,10470
University of Colorado Colorado Springs,4,1,0.91,8888
Spartan College of Aeronautics and Technology,2,3,NULL,630
University of Colorado Boulder,4,1,0.8771,25461
Colorado Christian University,4,2,0.9764,3614
Colorado College,4,2,0.2228,2025
Concorde Career College-Aurora,2,3,1,847
The Art Institute of Colorado,3,3,NULL,1794
Colorado Mountain College,3,1,NULL,3559
Colorado Northwestern Community College,2,1,NULL,649
Colorado School of Mines,4,1,0.3743,4197
Colorado School of Trades,2,3,NULL,182
Colorado State University-Fort Collins,4,1,0.7743,22482
Colorado Technical University-Colorado Springs,4,3,NULL,1200
Empire Beauty School-Lakewood,1,3,NULL,62
Community College of Aurora,2,1,NULL,5694
CollegeAmerica-Denver,3,2,NULL,190
Technical College of the Rockies,1,1,NULL,262
Prince Institute-Rocky Mountains,2,3,NULL,34
Community College of Denver,2,1,NULL,8003
Lincoln College of Technology-Denver,2,3,NULL,1262
Denver Seminary,4,2,NULL,NULL
Westwood College-Denver North,3,3,NULL,438
University of Denver,4,2,0.7673,5505
Emily Griffith Technical College,1,1,NULL,2802
Fort Lewis College,3,1,0.875,3859
Front Range Community College,2,1,NULL,16297
Glenwood Beauty Academy,1,3,NULL,53
Hair Dynamics Education Center,1,3,NULL,174
Iliff School of Theology,4,2,NULL,NULL
International Salon and Spa Academy,1,3,NULL,205
Lamar Community College,2,1,NULL,538
Colorado Mesa University,4,1,0.8212,8733
Metropolitan State University of Denver,4,1,0.7116,21696
Morgan Community College,2,1,NULL,937
Naropa University,4,2,0.7975,380
National American University-Colorado Springs,3,3,NULL,281
National American University-Denver,3,3,NULL,258
Nazarene Bible College,3,2,NULL,889
Northeastern Junior College,2,1,NULL,1257
University of Northern Colorado,4,1,0.6957,9525
Otero Junior College,2,1,NULL,1011
Altierus Career College-Thornton,2,3,NULL,371
Pikes Peak Community College,2,1,NULL,12747
IBMC College,2,3,NULL,339
Pueblo Community College,2,1,NULL,4922
Red Rocks Community College,2,1,NULL,8224
Regis University,4,2,0.9234,4930
Rocky Mountain College of Art and Design,4,3,NULL,722
Montessori Education Center of the Rockies,1,2,1,11
Colorado State University Pueblo,4,1,0.9434,4375
Pickens Technical College,1,1,NULL,1184
Intellitec College-Colorado Springs,2,3,NULL,815
Intellitec College-Grand Junction,2,3,NULL,536
Trinidad State Junior College,2,1,NULL,1307
