INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Compton College,2,1,NULL,4239
Contra Costa College,2,1,NULL,5675
Cosumnes River College,2,1,NULL,13220
Crafton Hills College,2,1,NULL,5809
Cuesta College,2,1,NULL,7951
Cuyamaca College,2,1,NULL,7473
Cypress College,3,1,NULL,14390
De Anza College,2,1,NULL,16822
International School of Beauty Inc,1,3,NULL,143
Dell'Arte International School of Physical Theatre,4,2,NULL,18
College of the Desert,2,1,NULL,10936
Design Institute of San Diego,3,3,0.8667,121
Diablo Valley College,2,1,NULL,17721
Dominican University of California,4,2,0.9134,1445
Dominican School of Philosophy & Theology,4,2,NULL,NULL
East Los Angeles College,2,1,NULL,31156
El Camino Community College District,2,1,NULL,20687
Emperor's College of Traditional Oriental Medicine,4,3,NULL,NULL
Empire College,4,3,NULL,299
Evergreen Valley College,2,1,NULL,8059
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,4,3,0.3624,2195
FIDM-Fashion Institute of Design & Merchandising-San Francisco,3,3,0.4061,188
Feather River Community College District,3,1,NULL,1251
Federico Beauty Institute,1,3,NULL,326
Fielding Graduate University,4,2,NULL,NULL
Five Branches University,4,3,NULL,NULL
Redondo Beach Beauty College,1,3,NULL,76
Foothill College,3,1,NULL,13263
Franciscan School of Theology,4,2,NULL,NULL
Fredrick and Charles Beauty College,1,3,NULL,55
Fresno City College,2,1,NULL,21234
Fresno Pacific University,4,2,0.6608,2872
Fuller Theological Seminary,4,2,NULL,NULL
Fullerton College,2,1,NULL,20474
Gavilan College,2,1,NULL,4719
Gemological Institute of America-Carlsbad,1,2,NULL,167
Glendale Community College,2,1,NULL,12304
Glendale Career College,2,3,NULL,611
Golden Gate University,4,2,NULL,487
Golden West College,2,1,NULL,10863
Graduate Theological Union,4,2,NULL,NULL
Grossmont College,2,1,NULL,14929
Salon Success Academy-Riverside,1,3,NULL,92
Hartnell College,2,1,NULL,11739
Harvey Mudd College,3,2,0.1367,893
Hilltop Beauty School,1,3,NULL,111
Holy Names University,4,2,0.6325,668
Pacifica Graduate Institute,4,3,NULL,NULL
Humboldt State University,4,1,0.9217,6559
Humphreys University-Stockton and Modesto Campuses,4,2,NULL,309
Imperial Valley College,2,1,NULL,7500
Institute for Business and Technology,2,3,NULL,542
Interior Designers Institute,4,3,NULL,139
International School of Cosmetology,1,3,NULL,191
Irvine Valley College,2,1,NULL,10881
Bellus Academy-El Cajon,1,3,NULL,200
John F. Kennedy University,4,2,1,373
American Jewish University,4,2,NULL,33
Reedley College,2,1,NULL,8803
Life Pacific University,4,2,0.9137,451
University of La Verne,4,2,0.5482,4516
Laguna College of Art and Design,4,2,0.8097,784
Lake Tahoe Community College,2,1,NULL,2280
Lancaster Beauty School,1,3,NULL,134
Laney College,2,1,NULL,8066
Lassen Community College,2,1,NULL,2245
Life Chiropractic College West,4,2,NULL,NULL
Lincoln University,4,2,NULL,95
Southern California Seminary,4,2,NULL,43
La Sierra University,4,2,0.552,1613
Loma Linda University,4,2,NULL,1058
Long Beach City College,2,1,NULL,23014
Southern California University of Health Sciences,4,2,NULL,128
Los Angeles Harbor College,2,1,NULL,7260
Los Angeles Pierce College,2,1,NULL,16458
Los Angeles Southwest College,2,1,NULL,4893
Los Angeles Trade Technical College,2,1,NULL,10619
Los Angeles Valley College,2,1,NULL,14402
The Master's University and Seminary,4,2,0.6712,1134
Los Angeles City College,2,1,NULL,11985
Los Angeles County College of Nursing and Allied Health,2,1,NULL,199
Los Angeles Mission College,2,1,NULL,8077
Los Medanos College,2,1,NULL,8217
Loyola Marymount University,4,2,0.4384,6638
Lu Ross Academy,1,3,NULL,215
Lyle's College of Beauty,1,3,NULL,88
Lyle's College of  Beauty,1,3,NULL,83
Lytles Redwood Empire Beauty College,1,3,NULL,115
MTI College,2,3,0.8103,756
College of Marin,2,1,NULL,4229
Marymount California University,4,2,NULL,602
Mendocino College,2,1,NULL,3020
Menlo College,3,2,0.6272,833
Merced College,2,1,NULL,9888
Merritt College,2,1,NULL,5455
Mills College,4,2,0.7585,699
MiraCosta College,3,1,NULL,12227
Mission College,2,1,NULL,5951
Modern Beauty Academy,1,3,NULL,50
Modesto Junior College,3,1,NULL,17013
Moler Barber College,1,3,NULL,279
Middlebury Institute of International Studies at Monterey,4,2,NULL,8
Monterey Peninsula College,2,1,NULL,6738
Moorpark College,2,1,NULL,12795
Mt San Antonio College,2,1,NULL,26992
Mount Saint Mary's University,4,2,0.8965,2227
Mt San Jacinto Community College District,2,1,NULL,14435
Musicians Institute,3,3,0.6871,923
Napa Valley College,2,1,NULL,4808
National Holistic Institute,1,3,NULL,1237
National University,4,2,0.8947,6791
Naval Postgraduate School,4,1,NULL,NULL
Newschool of Architecture and Design,4,3,0.9836,394
Newberry School of Beauty,1,3,NULL,113
North Adrian's College of Beauty Inc,1,3,NULL,236
North-West College-Pomona,1,3,NULL,187
North-West College-West Covina,2,3,NULL,700
North-West College-Van Nuys,1,3,NULL,198
Notre Dame de Namur University,4,2,0.9994,795
Occidental College,3,2,0.3669,1970
Ohlone College,2,1,NULL,7696
Orange Coast College,2,1,NULL,19074
Otis College of Art and Design,4,2,0.7817,1120
Oxnard College,2,1,NULL,6807
Hope International University,4,2,0.3679,633
Concorde Career College-San Diego,2,3,0.9096,730
Palo Alto University,4,2,NULL,68
Pacific Oaks College,4,2,0.0511,494
Pacific School of Religion,4,2,NULL,NULL
Pacific States University,4,2,NULL,3
Pacific Union College,4,2,0.5332,889
University of the Pacific,4,2,0.6561,3585
Palo Verde College,2,1,NULL,4032
Palomar College,2,1,NULL,20659
Pasadena City College,2,1,NULL,24685
Pepperdine University,4,2,0.3172,3581
Pitzer College,3,2,0.137,1086
Platt College-San Diego,3,3,NULL,114
Point Loma Nazarene University,4,2,0.7366,3195
Pomona College,3,2,0.074,1610
Porterville College,2,1,NULL,3645
Professional Institute of Beauty,1,3,NULL,111
Santa Ana College,3,1,NULL,24689
Pardee RAND Graduate School,4,2,NULL,NULL
Shasta School of Cosmetology,1,3,NULL,37
University of Redlands,4,2,0.7641,2965
College of the Redwoods,2,1,NULL,3925
Salon Success Academy-Upland,1,3,NULL,164
Salon Success Academy-Corona,1,3,NULL,116
Rio Hondo College,3,1,NULL,17545
Riverside City College,2,1,NULL,18927
Rosemead Beauty School,1,3,NULL,344
Dongguk University Los Angeles,4,2,NULL,16
Sacramento City College,2,1,NULL,19080
Saddleback College,2,1,NULL,17830
Samuel Merritt University,4,2,NULL,708
San Diego City College,2,1,NULL,11811
San Diego Mesa College,3,1,NULL,18085
San Diego Miramar College,2,1,NULL,11759
San Diego State University,4,1,0.3413,30347
University of San Diego,4,2,0.4869,5820
San Francisco Art Institute,4,2,0.9033,210
San Francisco Conservatory of Music,4,2,0.4758,233
San Francisco State University,4,1,0.673,25126
University of Redlands Graduate School of Theology,4,2,NULL,54
University of San Francisco,4,2,0.6442,6510
San Joaquin College of Law,4,2,NULL,NULL
San Joaquin Delta College,2,1,NULL,16358
San Joaquin Valley College-Visalia,3,3,NULL,6400
William Jessup University,4,2,0.6503,1246
San Jose City College,2,1,NULL,7464
San Jose State University,4,1,0.6357,27723
College of San Mateo,2,1,NULL,7127
Santa Barbara Business College-Bakersfield,3,3,NULL,308
Santa Barbara Business College-Santa Maria,3,3,NULL,89
Santa Barbara City College,2,1,NULL,12659
Santa Clara University,4,2,0.4882,5676
Santa Monica College,3,1,NULL,25492
Santa Rosa Junior College,2,1,NULL,16469
Saybrook University,4,2,NULL,NULL
Scripps College,4,2,0.32,1083
College of the Sequoias,2,1,NULL,10912
Shasta Bible College and Graduate School,4,2,1,29
Shasta College,3,1,NULL,6025
Sierra College,2,1,NULL,16064
Sierra College of Beauty,1,3,NULL,138
Trinity Law School,4,2,NULL,NULL
Simpson University,4,2,0.5231,701
College of the Siskiyous,2,1,NULL,1403
Charles A Jones Career and Education Center,1,1,NULL,243
Skyline College,3,1,NULL,7500
San Bernardino Valley College,2,1,NULL,12887
Saint Mary's College of California,4,2,0.81,2632
Solano Community College,3,1,NULL,7965
Sonoma State University,4,1,0.9119,8119
South Baylo University,4,2,NULL,NULL
South Coast College,2,3,NULL,226
Vanguard University of Southern California,4,2,0.4945,1914
Concorde Career College-Garden Grove,2,3,0.9522,589
Southwestern College,2,1,NULL,17839
St John's Seminary,4,2,NULL,NULL
Starr King School for the Ministry,4,2,NULL,NULL
Marshall B Ketchum University,4,2,NULL,NULL
Southern California Institute of Architecture,4,2,NULL,237
University of Southern California,4,2,0.1142,19908
Southwestern Law School,4,2,NULL,NULL
Taft College,2,1,NULL,5376
Claremont School of Theology,4,2,NULL,NULL
Thomas Aquinas College,3,2,0.7892,439
Epic Bible College & Graduate School,4,2,NULL,109
United Education Institute-Huntington Park Campus,1,3,NULL,921
Concorde Career College-San Bernardino,2,3,0.9257,572
Concorde Career College-North Hollywood,2,3,0.9139,601
Ventura College,2,1,NULL,11535
The Santa Barbara and Ventura Colleges of Law at Ventura,4,2,NULL,NULL
Victor Valley College,2,1,NULL,10269
Berkeley City College,2,1,NULL,4770
Walden University,4,3,NULL,6948
Waynes College of Beauty,1,3,NULL,42
West Hills College-Coalinga,2,1,NULL,2613
West Los Angeles College,3,1,NULL,11034
West Valley College,2,1,NULL,6586
Carrington College-Sacramento,2,3,NULL,3261
Westminster Theological Seminary in California,4,2,NULL,NULL
Westmont College,3,2,0.648,1314
Whittier College,4,2,0.5711,1770
Woodbury University,4,2,0.6633,1108
The Wright Institute,4,2,NULL,NULL
Thomas Jefferson School of Law,4,2,NULL,NULL
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,3,2,0.8158,138
Yuba College,2,1,NULL,4979
The Salon Professional Academy-Grand Junction,1,3,NULL,59
Adams State University,4,1,0.9909,1727
Aims Community College,2,1,NULL,3966
Arapahoe Community College,2,1,NULL,7051
Bel-Rea Institute of Animal Technology,2,3,0.1401,288
University of Colorado Denver/Anschutz Medical Campus,4,1,0.6731,11670
University of Colorado Colorado Springs,4,1,0.8719,10221
Spartan College of Aeronautics and Technology,2,3,NULL,325
University of Colorado Boulder,4,1,0.7835,30630
Colorado Christian University,4,2,NULL,4671
Colorado College,4,2,0.135,2089
Concorde Career College-Aurora,2,3,0.6158,423
Colorado Mountain College,3,1,NULL,3135
Colorado Northwestern Community College,2,1,NULL,607
Colorado School of Mines,4,1,0.5308,5103
Colorado School of Trades,2,3,1,149
Colorado State University-Fort Collins,4,1,0.8135,24373
Colorado Technical University-Colorado Springs,4,3,NULL,23197
Community College of Aurora,2,1,NULL,4616
CollegeAmerica-Denver,2,2,NULL,72
Technical College of the Rockies,1,1,NULL,117
Community College of Denver,3,1,NULL,6295
Lincoln College of Technology-Denver,2,3,NULL,1343
Denver Seminary,4,2,NULL,NULL
University of Denver,4,2,0.5871,5755
Emily Griffith Technical College,1,1,NULL,5527
Fort Lewis College,4,1,0.9138,3080
Front Range Community College,2,1,NULL,13081
Iliff School of Theology,4,2,NULL,NULL
International Salon and Spa Academy,1,3,NULL,284
Lamar Community College,2,1,NULL,529
Colorado Mesa University,4,1,0.782,8260
Metropolitan State University of Denver,4,1,0.613,18378
Morgan Community College,2,1,NULL,613
Naropa University,4,2,0.9852,371
Nazarene Bible College,3,2,NULL,428
Northeastern Junior College,2,1,NULL,1017
University of Northern Colorado,4,1,0.9084,8448
Otero Junior College,2,1,NULL,797
Pikes Peak Community College,2,1,NULL,10633
Pueblo Community College,3,1,NULL,3839
Red Rocks Community College,3,1,NULL,5480
Regis University,4,2,0.7096,3392
Rocky Mountain College of Art and Design,3,3,NULL,1449
Montessori Education Center of the Rockies,1,2,0.9231,21
Colorado State University Pueblo,4,1,0.9303,3447
Pickens Technical College,1,1,NULL,1049
Intellitec College-Colorado Springs,2,3,NULL,518
Intellitec College-Grand Junction,2,3,NULL,776
Trinidad State Junior College,2,1,NULL,1088
United States Air Force Academy,3,1,0.1108,4304
Empire Beauty School-Thornton,1,3,NULL,114
Western Colorado University,4,1,0.8415,1815
Albertus Magnus College,4,2,0.8346,1108
Asnuntuck Community College,2,1,NULL,1224
Bais Binyomin Academy,0,2,0.7917,38
Branford Hall Career Institute-Branford Campus,1,3,NULL,93
University of Bridgeport,4,2,0.5458,3233
Central Connecticut State University,4,1,0.6563,8817
Charter Oak State College,4,1,NULL,1474
Cortiva Institute,1,3,NULL,124
Connecticut College,3,2,0.3741,1820
Porter and Chester Institute of Hamden,1,3,NULL,342
University of Connecticut,4,1,0.4942,18585
Goodwin University,4,2,NULL,3027
Lincoln Technical Institute-East Windsor,1,3,NULL,978
Eastern Connecticut State University,4,1,0.6387,4425
Fairfield University,4,2,0.5713,4250
Paul Mitchell the School-North Haven,1,3,NULL,218
Capital Community College,2,1,NULL,2791
Rensselaer at Hartford,4,2,NULL,NULL
American Institute-West Hartford,1,3,NULL,357
Hartford Seminary,4,2,NULL,NULL
University of Hartford,4,2,0.7635,4553
Holy Apostles College and Seminary,4,2,NULL,174
Housatonic Community College,2,1,NULL,4434
Manchester Community College,2,1,NULL,5033
Naugatuck Valley Community College,2,1,NULL,5490
Middlesex Community College,2,1,NULL,2118
Mitchell College,3,2,0.7806,597
Three Rivers Community College,2,1,NULL,2957
Lincoln Technical Institute-New Britain,1,3,NULL,542
New England Tractor Trailer Training School of Connecticut,1,3,NULL,295
University of New Haven,4,2,0.8299,4863
Norwalk Community College,2,1,NULL,4252
Northwestern Connecticut Community College,2,1,NULL,1052
Paier College,3,3,NULL,84
Porter and Chester Institute,1,3,NULL,1944
Post University,4,3,0.9654,9634
Quinebaug Valley Community College,2,1,NULL,1175
Quinnipiac University,4,2,0.7012,6816
Sacred Heart University,4,2,0.6392,6066
University of Saint Joseph,4,2,0.7661,871
Gateway Community College,2,1,NULL,6246
Southern Connecticut State University,4,1,0.6936,7694
Stone Academy-West Haven,1,3,NULL,531
Trinity College,4,2,0.3349,2167
Tunxis Community College,2,1,NULL,3381
United States Coast Guard Academy,3,1,0.2052,1069
Wesleyan University,4,2,0.1648,2933
Western Connecticut State University,4,1,0.758,4752
Yale University,4,2,0.0608,6089
Margaret H Rollins School of Nursing at Beebe Medical Center,1,2,NULL,70
Dawn Career Institute LLC,1,3,NULL,304
Delaware Technical Community College-Terry,3,1,NULL,11917
Delaware State University,4,1,0.5277,3932
University of Delaware,4,1,0.7136,19047
Goldey-Beacom College,4,2,0.5668,726
Schilling-Douglas School of Hair Design LLC,1,3,NULL,112
Wesley College,4,2,0.6139,997
Wilmington University,4,2,NULL,8472
American University,4,2,0.3608,7659
The Catholic University of America,4,2,0.8536,3245
University of the District of Columbia,4,1,NULL,3603
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,4,2,NULL,NULL
Gallaudet University,4,2,0.6122,1058
George Washington University,4,2,0.4084,12031
Georgetown University,4,2,0.1436,7141
Howard University,4,2,0.3608,6461
Strayer University-District of Columbia,4,3,NULL,651
National Conservatory of Dramatic Arts,1,2,1,36
Trinity Washington University,4,2,0.9669,1344
Wesley Theological Seminary,4,2,NULL,NULL
Atlantic Technical College,1,1,NULL,3495
The Baptist College of Florida,4,2,0.9359,298
Barry University,4,2,0.5099,3472
Bethune-Cookman University,4,2,0.8406,2778
Lynn University,4,2,0.7422,2401
North Florida Technical College,1,1,NULL,211
Eastern Florida State College,3,1,NULL,11905
Broward College,3,1,NULL,32140
Albizu University-Miami,4,2,0.5556,118
College of Central Florida,3,1,NULL,5477
Johnson University Florida,4,2,0.3073,182
University of Central Florida,4,1,0.4436,58940
Charlotte Technical College,1,1,NULL,248
Chipola College,3,1,NULL,1362
Lorenzo Walker Technical College,1,1,NULL,443
Daytona State College,3,1,NULL,10781
South University-West Palm Beach,4,3,NULL,510
Eckerd College,3,2,0.6744,1989
Florida SouthWestern State College,3,1,NULL,12604
Edward Waters University,3,2,0.6112,932
Embry-Riddle Aeronautical University-Daytona Beach,4,2,0.6094,6355
Florida Agricultural and Mechanical University,4,1,0.3569,7514
Florida Atlantic University,4,1,0.6328,23423
Florida State College at Jacksonville,3,1,NULL,20734
Flagler College,4,2,0.6476,2863
Florida College,3,2,0.7534,537
Concorde Career Institute-Jacksonville,2,3,0.7661,707
Concorde Career Institute-Miramar,2,3,0.8835,490
Concorde Career Institute-Tampa,2,3,0.9167,436
AdventHealth University,4,2,0.5053,1061
Florida Institute of Technology,4,2,0.6575,3293
Florida Institute of Ultrasound Inc,1,3,NULL,49
