INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Phillips Community College of the University of Arkansas,2,1,NULL,654
Southeast Arkansas College,2,1,NULL,1087
Professional Cosmetology Education Center,1,3,NULL,28
University of Arkansas-Pulaski Technical College,2,1,NULL,5184
University of Arkansas Hope-Texarkana,2,1,NULL,1492
University of Arkansas Community College Rich Mountain,2,1,NULL,481
Paul Mitchell the School-Arkansas,1,3,NULL,106
Searcy Beauty College,1,3,NULL,67
Shorter College,2,2,NULL,521
Williams Baptist University,3,2,0.6241,452
South Arkansas Community College,2,1,NULL,1100
Southern Arkansas University Main Campus,4,1,0.6945,3153
Southern Arkansas University Tech,2,1,NULL,667
Velvatex College of Beauty Culture,1,3,NULL,14
University of Arkansas-Fort Smith,4,1,NULL,5455
Academy of Art University,4,3,NULL,7520
Academy of Chinese Culture and Health Sciences,4,2,NULL,NULL
The Academy of Radio and TV Broadcasting,1,3,NULL,14
Avalon School of Cosmetology-Alameda,1,3,NULL,125
College of Alameda,2,1,NULL,4458
Allan Hancock College,2,1,NULL,9282
American Academy of Dramatic Arts-Los Angeles,2,2,0.7859,280
Berkeley School of Theology,4,2,NULL,NULL
American Film Institute Conservatory,4,2,NULL,NULL
American Beauty College,1,3,NULL,118
American Career College-Los Angeles,2,3,NULL,1237
American Conservatory Theater,4,2,NULL,1
American River College,2,1,NULL,29082
Antelope Valley Community College District,2,1,NULL,11868
Art Center College of Design,4,2,0.7036,1974
Associated Technical College-Los Angeles,1,3,NULL,387
Associated Technical College-San Diego,1,3,NULL,80
Azusa Pacific University,4,2,0.6012,5560
Bakersfield College,2,1,NULL,18695
Barstow Community College,2,1,NULL,2762
Bellus Academy-Chula Vista,1,3,NULL,200
Bethesda University,4,2,NULL,257
Biola University,4,2,0.7198,4039
Brownson Technical School,1,3,NULL,51
Bryan University,3,3,NULL,1242
Butte College,2,1,NULL,10188
Phillips Graduate University,4,2,NULL,NULL
California Institute of Integral Studies,4,2,NULL,50
Cabrillo College,2,1,NULL,10556
California Baptist University,4,2,0.7708,7397
California College of the Arts,4,2,0.6369,1475
University of California-Hastings College of Law,4,1,NULL,NULL
California Institute of Technology,4,2,0.0774,961
California Lutheran University,4,2,0.7275,2959
California Polytechnic State University-San Luis Obispo,4,1,0.3461,21303
Alliant International University-San Diego,4,3,0.8,391
California State University-Bakersfield,4,1,0.6112,8705
California State University-Stanislaus,4,1,0.7706,9054
California State University-San Bernardino,4,1,0.5713,18088
California State Polytechnic University-Pomona,4,1,0.5507,24205
California State University-Chico,4,1,0.6778,16546
California State University-Dominguez Hills,4,1,0.5368,13258
California State University-Fresno,4,1,0.5941,21877
California State University-Fullerton,4,1,0.4572,35045
California State University-East Bay,4,1,0.7405,13433
California State University-Long Beach,4,1,0.2799,31402
California State University-Los Angeles,4,1,0.4645,24780
California State University-Northridge,4,1,0.5765,35620
California State University-Sacramento,4,1,0.6776,28410
University of California-Berkeley,4,1,0.1711,30574
University of California-Davis,4,1,0.4336,30046
University of California-Irvine,4,1,0.3651,29295
University of California-Los Angeles,4,1,0.161,30994
University of California-Riverside,4,1,0.565,20044
University of California-San Diego,4,1,0.3399,28577
University of California-San Francisco,4,1,NULL,NULL
University of California-Santa Barbara,4,1,0.3281,22181
University of California-Santa Cruz,4,1,0.5094,17577
Sofia University,4,3,NULL,11
California Beauty School,1,3,NULL,98
California Christian College,3,2,1,16
California Hair Design Academy,1,3,NULL,206
California Institute of the Arts,4,2,0.2406,973
California State University Maritime Academy,4,1,0.6635,1048
California Western School of Law,4,2,NULL,NULL
Canada College,2,1,NULL,4996
College of the Canyons,2,1,NULL,17828
Career Academy of Beauty,1,3,NULL,139
Casa Loma College-Van Nuys,2,2,0.8448,215
CET-San Diego,1,2,NULL,201
CET-San Jose,1,2,NULL,242
CET-El Centro,1,2,NULL,222
CET-Colton,1,2,NULL,173
CET-Watsonville,1,2,NULL,78
CET-Salinas,1,2,NULL,74
Cerritos College,2,1,NULL,16744
Cerro Coso Community College,2,1,NULL,4736
Chabot College,2,1,NULL,12512
Chaffey College,2,1,NULL,19725
Chapman University,4,2,0.5724,6740
Charles R Drew University of Medicine and Science,4,2,0.9016,138
Concordia University-Irvine,4,2,0.5845,1821
San Diego Christian College,4,2,0.6235,657
Church Divinity School of the Pacific,4,2,NULL,NULL
Citrus College,2,1,NULL,11629
Citrus Heights Beauty College,1,3,NULL,92
City College of San Francisco,2,1,NULL,23574
Claremont Graduate University,4,2,NULL,NULL
Claremont McKenna College,4,2,0.1036,1334
Milan Institute-Visalia,1,3,NULL,286
Clovis Adult Education,1,1,NULL,792
Coastline Community College,2,1,NULL,9764
University of Silicon Valley,3,3,0.6404,603
Coleman University,4,2,NULL,222
Coba Academy,1,3,NULL,61
Western University of Health Sciences,4,2,NULL,NULL
Columbia College,2,1,NULL,2216
Columbia College Hollywood,3,2,0.4953,453
Compton College,2,1,NULL,6212
Contra Costa College,2,1,NULL,5372
Cosumnes River College,2,1,NULL,13027
Crafton Hills College,2,1,NULL,5373
Cuesta College,2,1,NULL,7858
Cuyamaca College,2,1,NULL,7922
Cypress College,2,1,NULL,14434
De Anza College,2,1,NULL,18183
International School of Beauty Inc,1,3,NULL,159
Dell'Arte International School of Physical Theatre,4,2,NULL,19
College of the Desert,2,1,NULL,10074
Design Institute of San Diego,3,3,0.5,126
Diablo Valley College,2,1,NULL,17926
Dominican University of California,4,2,0.8843,1284
Dominican School of Philosophy & Theology,4,2,NULL,NULL
East Los Angeles College,2,1,NULL,31080
El Camino Community College District,2,1,NULL,21663
Elegance International,1,3,NULL,354
Emperor's College of Traditional Oriental Medicine,4,3,NULL,NULL
Empire College,4,3,NULL,333
Evergreen Valley College,2,1,NULL,7780
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,3,3,0.3947,2367
FIDM-Fashion Institute of Design & Merchandising-San Francisco,3,3,0.3687,279
FIDM-Fashion Institute of Design & Merchandising-Orange County,3,3,0.5669,71
Feather River Community College District,2,1,NULL,1346
Federico Beauty Institute,1,3,NULL,253
Fielding Graduate University,4,2,NULL,NULL
Five Branches University,4,3,NULL,NULL
Hair California Beauty Academy,1,3,NULL,4
Redondo Beach Beauty College,1,3,NULL,27
Foothill College,2,1,NULL,13873
Franciscan School of Theology,4,2,NULL,NULL
Fredrick and Charles Beauty College,1,3,NULL,61
Fresno City College,2,1,NULL,19322
Fresno Pacific University,4,2,0.7239,2791
Fuller Theological Seminary,4,2,NULL,NULL
Fullerton College,2,1,NULL,21969
Gavilan College,2,1,NULL,5013
Gemological Institute of America-Carlsbad,1,2,NULL,203
Glendale Community College,2,1,NULL,12996
Glendale Career College,2,3,NULL,507
Golden Gate University,4,2,NULL,415
Golden West College,2,1,NULL,10842
Graduate Theological Union,4,2,NULL,NULL
Grossmont College,2,1,NULL,16304
Salon Success Academy-Riverside,1,3,NULL,61
Hartnell College,2,1,NULL,11218
Harvey Mudd College,3,2,0.1542,844
Hilltop Beauty School,1,3,NULL,110
Holy Names University,4,2,0.5256,589
Pacifica Graduate Institute,4,3,NULL,NULL
Humboldt State University,4,1,0.8183,7846
Humphreys University-Stockton and Modesto Campuses,4,2,NULL,319
Imperial Valley College,2,1,NULL,7360
Institute for Business and Technology,2,3,NULL,587
Interior Designers Institute,3,3,NULL,208
International School of Cosmetology,1,3,NULL,222
Irvine Valley College,2,1,NULL,11631
Bellus Academy-El Cajon,1,3,NULL,155
John F. Kennedy University,4,2,NULL,96
American Jewish University,4,2,0.8293,63
Reedley College,2,1,NULL,8624
Life Pacific University,4,2,0.9669,489
Argosy University-The Art Institute of California-San Diego,3,3,NULL,846
University of La Verne,4,2,0.4754,5120
Laguna College of Art and Design,4,2,0.3346,637
Lake Tahoe Community College,2,1,NULL,1810
Lancaster Beauty School,1,3,NULL,117
Laney College,2,1,NULL,8817
Lassen Community College,2,1,NULL,2187
Life Chiropractic College West,4,2,NULL,NULL
Lincoln University,4,2,NULL,105
Southern California Seminary,4,2,NULL,51
La Sierra University,4,2,0.4821,1929
Loma Linda University,4,2,NULL,1050
Long Beach City College,2,1,NULL,23312
Southern California University of Health Sciences,4,2,NULL,72
Los Angeles Harbor College,2,1,NULL,8046
Los Angeles Pierce College,2,1,NULL,17294
Los Angeles Southwest College,2,1,NULL,5381
Los Angeles Trade Technical College,2,1,NULL,11337
Los Angeles Valley College,2,1,NULL,15484
The Master's University and Seminary,4,2,0.658,1171
Los Angeles City College,2,1,NULL,13515
Los Angeles County College of Nursing and Allied Health,2,1,NULL,208
Los Angeles Mission College,2,1,NULL,8812
Los Medanos College,2,1,NULL,8110
Argosy University-The Art Institute of California-San Francisco,4,3,NULL,472
Loyola Marymount University,4,2,0.5248,6257
Lu Ross Academy,1,3,NULL,217
Lyle's College of Beauty,1,3,NULL,70
Lyle's College of  Beauty,1,3,NULL,69
Lytles Redwood Empire Beauty College,1,3,1,158
MTI Business College Inc,1,3,NULL,75
MTI College,2,3,0.9423,781
Brightwood College-Sacramento,2,3,NULL,319
Brightwood College-San Diego,2,3,NULL,912
Brightwood College-Vista,2,3,NULL,494
College of Marin,2,1,NULL,4190
Marymount California University,4,2,NULL,929
Mendocino College,2,1,NULL,2983
Menlo College,3,2,0.4299,726
Merced College,2,1,NULL,9914
Merritt College,2,1,NULL,5524
Mills College,4,2,0.871,757
MiraCosta College,2,1,NULL,13808
Mission College,2,1,NULL,5993
Modern Beauty Academy,1,3,NULL,40
Brightwood College-Los Angeles-Van Nuys,2,3,NULL,622
Modesto Junior College,2,1,NULL,16425
Moler Barber College,1,3,NULL,206
Middlebury Institute of International Studies at Monterey,4,2,NULL,13
Monterey Peninsula College,2,1,NULL,6856
Moorpark College,2,1,NULL,13378
Mt San Antonio College,2,1,NULL,26865
Mount Saint Mary's University,4,2,0.8121,2575
Mt San Jacinto Community College District,2,1,NULL,14620
Musicians Institute,3,3,0.8004,924
Napa Valley College,2,1,NULL,5237
National Holistic Institute,1,3,NULL,954
National University,4,2,NULL,7360
Naval Postgraduate School,4,1,NULL,NULL
Newschool of Architecture and Design,4,3,0.9912,432
Newberry School of Beauty,1,3,NULL,134
North Adrian's College of Beauty Inc,1,3,NULL,177
North-West College-Pomona,1,3,NULL,302
North-West College-West Covina,2,3,0.6788,635
North-West College-Van Nuys,1,3,NULL,166
Notre Dame de Namur University,4,2,0.9362,924
Occidental College,3,2,0.4179,1958
Ohlone College,2,1,NULL,8026
Orange Coast College,2,1,NULL,20968
Otis College of Art and Design,4,2,0.9125,1056
Oxnard College,2,1,NULL,6809
Hope International University,4,2,0.2837,727
Concorde Career College-San Diego,2,3,0.8773,581
Palo Alto University,4,2,NULL,125
Pacific Oaks College,4,2,NULL,467
Pacific School of Religion,4,2,NULL,NULL
Pacific States University,4,2,NULL,8
Pacific Union College,4,2,0.5021,1181
University of the Pacific,4,2,0.6487,3542
Palo Verde College,2,1,NULL,3496
Palomar College,2,1,NULL,21320
Pasadena City College,2,1,NULL,25202
Pepperdine University,4,2,0.3985,3594
Pitzer College,3,2,0.162,1074
Platt College-San Diego,3,3,NULL,178
Point Loma Nazarene University,4,2,0.7629,3092
Pomona College,3,2,0.0836,1567
Porterville College,2,1,NULL,3304
Professional Institute of Beauty,1,3,NULL,88
Santa Ana College,2,1,NULL,25885
Pardee RAND Graduate School,4,2,NULL,NULL
Shasta School of Cosmetology,1,3,NULL,71
University of Redlands,4,2,0.7496,3042
College of the Redwoods,2,1,NULL,3877
Salon Success Academy-Upland,1,3,NULL,162
Salon Success Academy-Corona,1,3,NULL,79
Rio Hondo College,2,1,NULL,17807
Riverside City College,2,1,NULL,18234
Argosy University-San Francisco Bay Area,4,3,NULL,90
Rosemead Beauty School,1,3,NULL,335
Dongguk University Los Angeles,4,2,NULL,0
Sacramento City College,2,1,NULL,19408
Saddleback College,2,1,NULL,17843
Samuel Merritt University,4,2,NULL,821
San Diego City College,2,1,NULL,13055
Golf Academy of America-San Diego,2,3,NULL,118
San Diego Mesa College,2,1,NULL,19856
San Diego Miramar College,2,1,NULL,13213
San Diego State University,4,1,0.3542,29758
University of San Diego,4,2,0.4979,5677
San Francisco Art Institute,4,2,0.7472,296
San Francisco Conservatory of Music,4,2,0.438,205
San Francisco State University,4,1,0.7046,25966
University of Redlands Graduate School of Theology,4,2,NULL,NULL
University of San Francisco,4,2,0.6563,6796
San Joaquin College of Law,4,2,NULL,NULL
San Joaquin Delta College,2,1,NULL,15003
San Joaquin Valley College-Visalia,2,3,NULL,5239
William Jessup University,4,2,0.6605,1188
San Jose City College,2,1,NULL,7719
San Jose State University,4,1,0.6688,27591
College of San Mateo,2,1,NULL,7982
Santa Barbara Business College-Bakersfield,3,3,NULL,332
Santa Barbara Business College-Santa Maria,3,3,NULL,78
Santa Barbara City College,2,1,NULL,13344
Santa Clara University,4,2,0.5356,5483
Santa Monica College,2,1,NULL,27190
Santa Rosa Junior College,2,1,NULL,18012
Saybrook University,4,2,NULL,NULL
Scripps College,4,2,0.3337,1059
College of the Sequoias,2,1,NULL,10727
Shasta Bible College and Graduate School,4,2,1,42
Shasta College,2,1,NULL,7820
Sierra College,2,1,NULL,16383
Sierra College of Beauty,1,3,NULL,137
Trinity Law School,4,2,NULL,NULL
Simpson University,4,2,0.5561,708
College of the Siskiyous,2,1,NULL,1791
Charles A Jones Career and Education Center,1,1,NULL,347
Skyline College,2,1,NULL,8084
San Bernardino Valley College,2,1,NULL,11856
Saint Mary's College of California,4,2,0.8162,2762
Solano Community College,2,1,NULL,7962
Sonoma State University,4,1,0.8203,8633
South Baylo University,4,2,NULL,53
South Coast College,2,3,NULL,263
Vanguard University of Southern California,4,2,0.4668,1824
Concorde Career College-Garden Grove,2,3,0.8329,577
Southwestern College,2,1,NULL,16411
St John's Seminary,4,2,NULL,NULL
Starr King School for the Ministry,4,2,NULL,NULL
Marshall B Ketchum University,4,2,NULL,NULL
Southern California Institute of Architecture,4,2,NULL,262
University of Southern California,4,2,0.1595,18942
Southwestern Law School,4,2,NULL,NULL
Taft College,2,1,NULL,5704
Claremont School of Theology,4,2,NULL,NULL
Thomas Aquinas College,3,2,0.7188,369
Epic Bible College & Graduate School,4,2,NULL,143
United Education Institute-Huntington Park Campus,1,3,NULL,658
Concorde Career College-San Bernardino,2,3,0.7363,617
Concorde Career College-North Hollywood,2,3,0.7677,671
Ventura College,2,1,NULL,12072
The Santa Barbara and Ventura Colleges of Law at Ventura,4,2,NULL,NULL
Victor Valley College,2,1,NULL,9534
Berkeley City College,2,1,NULL,5445
Walden University,4,3,NULL,6538
Waynes College of Beauty,1,3,NULL,26
West Hills College-Coalinga,2,1,NULL,3031
West Los Angeles College,2,1,NULL,10478
West Valley College,2,1,NULL,6799
Carrington College-Sacramento,2,3,0.4545,1124
Westminster Theological Seminary in California,4,2,NULL,NULL
Westmont College,3,2,0.8471,1285
Whittier College,4,2,0.7409,1665
Woodbury University,4,2,0.6164,1023
The Wright Institute,4,2,NULL,NULL
Western State College of Law at Argosy University,4,3,NULL,NULL
Thomas Jefferson School of Law,4,2,NULL,NULL
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,3,2,0.6548,143
Yuba College,2,1,NULL,4889
The Salon Professional Academy-Grand Junction,1,3,NULL,62
Adams State University,4,1,0.9888,1876
Aims Community College,2,1,NULL,3689
Arapahoe Community College,2,1,NULL,8409
Bel-Rea Institute of Animal Technology,2,3,0.3258,321
Altierus Career College-Colorado Springs,2,2,NULL,86
University of Colorado Denver/Anschutz Medical Campus,4,1,0.6522,11531
University of Colorado Colorado Springs,4,1,0.9281,10344
Spartan College of Aeronautics and Technology,2,3,NULL,319
University of Colorado Boulder,4,1,0.7984,28565
Colorado Christian University,4,2,NULL,4918
Colorado College,4,2,0.1513,2091
Concorde Career College-Aurora,2,3,0.672,676
The Art Institute of Colorado,3,3,NULL,611
Colorado Mountain College,3,1,NULL,3448
Colorado Northwestern Community College,2,1,NULL,637
Colorado School of Mines,4,1,0.5572,4751
Colorado School of Trades,2,3,NULL,156
Colorado State University-Fort Collins,4,1,0.8262,23804
Colorado Technical University-Colorado Springs,4,3,NULL,22129
Community College of Aurora,2,1,NULL,4711
CollegeAmerica-Denver,2,2,NULL,139
Technical College of the Rockies,1,1,NULL,191
Community College of Denver,3,1,NULL,6656
Lincoln College of Technology-Denver,2,3,NULL,916
Denver Seminary,4,2,NULL,NULL
University of Denver,4,2,0.5805,5753
Emily Griffith Technical College,1,1,NULL,4327
Fort Lewis College,4,1,0.8321,3150
Front Range Community College,2,1,NULL,14226
Glenwood Beauty Academy,1,3,NULL,63
Iliff School of Theology,4,2,NULL,NULL
International Salon and Spa Academy,1,3,NULL,280
Lamar Community College,2,1,NULL,531
Colorado Mesa University,4,1,0.8167,8494
Metropolitan State University of Denver,4,1,0.6427,18968
Morgan Community College,2,1,NULL,680
Naropa University,4,2,1,384
National American University-Colorado Springs,3,3,NULL,196
Nazarene Bible College,3,2,NULL,614
Northeastern Junior College,2,1,NULL,1132
University of Northern Colorado,4,1,0.8908,9104
Otero Junior College,2,1,NULL,893
Altierus Career College-Thornton,2,2,NULL,125
Pikes Peak Community College,2,1,NULL,10856
Pueblo Community College,2,1,NULL,3641
Red Rocks Community College,2,1,NULL,6150
Regis University,4,2,0.5992,4016
Rocky Mountain College of Art and Design,4,3,NULL,852
Montessori Education Center of the Rockies,1,2,1,16
Colorado State University Pueblo,4,1,0.9534,3744
Pickens Technical College,1,1,NULL,988
Intellitec College-Colorado Springs,2,3,NULL,635
Intellitec College-Grand Junction,2,3,NULL,842
Trinidad State Junior College,2,1,NULL,1066
United States Air Force Academy,3,1,0.1192,4276
Empire Beauty School-Thornton,1,3,NULL,100
Western Colorado University,4,1,0.8598,1899
Albertus Magnus College,4,2,0.6388,1122
Paul Mitchell the School-Danbury,1,3,NULL,102
Asnuntuck Community College,2,1,NULL,1600
Bais Binyomin Academy,2,2,0.8,25
Branford Hall Career Institute-Branford Campus,1,3,NULL,188
Lincoln College of New England-Southington,3,3,NULL,465
University of Bridgeport,4,2,0.5389,3129
Central Connecticut State University,4,1,0.6676,9317
Charter Oak State College,3,1,NULL,1352
Cortiva Institute,1,3,NULL,256
Connecticut College,3,2,0.3796,1766
Porter and Chester Institute of Hamden,1,3,NULL,215
University of Connecticut,4,1,0.4784,18930
Goodwin University,3,2,NULL,3240
Lincoln Technical Institute-East Windsor,1,3,NULL,825
Eastern Connecticut State University,4,1,0.6581,4669
Fairfield University,4,2,0.6056,4023
Paul Mitchell the School-North Haven,1,3,NULL,185
Capital Community College,2,1,NULL,2946
Rensselaer at Hartford,4,2,NULL,NULL
American Institute-West Hartford,1,3,NULL,405
Hartford Seminary,4,2,NULL,NULL
University of Hartford,4,2,0.8089,4835
Holy Apostles College and Seminary,4,2,NULL,133
Housatonic Community College,2,1,NULL,4780
Manchester Community College,2,1,NULL,5611
Naugatuck Valley Community College,2,1,NULL,5754
Middlesex Community College,2,1,NULL,2304
Mitchell College,3,2,0.7797,617
Three Rivers Community College,2,1,NULL,3842
Lincoln Technical Institute-New Britain,1,3,NULL,465
New England Tractor Trailer Training School of Connecticut,1,3,NULL,294
University of New Haven,4,2,0.8776,5147
Norwalk Community College,2,1,NULL,4719
Northwestern Connecticut Community College,2,1,NULL,1002
Paier College,3,3,NULL,70
Porter and Chester Institute,1,3,NULL,2043
Post University,4,3,0.635,7808
Quinebaug Valley Community College,2,1,NULL,1401
Quinnipiac University,4,2,0.7388,7249
Sacred Heart University,4,2,0.6028,5496
University of Saint Joseph,4,2,0.9029,759
Gateway Community College,2,1,NULL,6346
St Vincent's College,3,2,0.973,472
Southern Connecticut State University,4,1,0.6492,7703
Stone Academy-West Haven,1,3,NULL,581
Tri-State College of Acupuncture,4,3,NULL,NULL
Trinity College,4,2,0.3387,2174
Tunxis Community College,2,1,NULL,3436
United States Coast Guard Academy,3,1,0.1504,1044
Wesleyan University,4,2,0.1629,2887
Western Connecticut State University,4,1,0.7083,4890
Yale-New Haven Hospital Dietetic Internship,0,2,NULL,NULL
Yale University,4,2,0.0693,5742
Margaret H Rollins School of Nursing at Beebe Medical Center,1,2,NULL,59
Dawn Career Institute LLC,1,3,NULL,108
Delaware Technical Community College-Terry,2,1,NULL,12408
Delaware State University,4,1,0.4518,3678
University of Delaware,4,1,0.6289,18948
Goldey-Beacom College,4,2,0.5177,770
Schilling-Douglas School of Hair Design LLC,1,3,NULL,133
Wesley College,4,2,0.6151,1342
Wilmington University,4,2,NULL,8346
American University,4,2,0.294,7433
The Catholic University of America,4,2,0.8258,3284
University of the District of Columbia,4,1,NULL,3606
